name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Kollam,2004-01-21,31.2,23.2,27.5,34.6,23.2,28.8,21.1,70.1,0.0,0,0.0,,,,,13.0,207.8,1007.6,28.9,7.0,,,,,2004-01-21T06:44:15,2004-01-21T18:25:18,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-01-22,32.2,22.9,27.7,35.0,22.9,29.2,20.7,67.2,0.0,0,0.0,,,,,13.0,259.1,1008.8,32.0,6.8,,,,,2004-01-22T06:44:23,2004-01-22T18:25:44,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-01-23,30.3,23.2,27.6,33.7,23.2,29.9,22.3,73.6,0.0,0,0.0,,,,,11.2,222.0,1008.6,61.9,5.4,,,,,2004-01-23T06:44:30,2004-01-23T18:26:10,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-01-24,33.1,24.1,28.2,36.1,24.1,30.3,22.2,71.5,0.0,0,0.0,,,,,13.0,258.4,1008.5,38.3,5.4,,,,,2004-01-24T06:44:36,2004-01-24T18:26:35,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-01-25,32.4,25.1,29.0,35.8,25.1,31.9,22.6,69.5,0.0,0,0.0,,,,,14.8,225.8,1009.6,45.8,6.2,,,,,2004-01-25T06:44:41,2004-01-25T18:27:00,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-01-26,32.2,25.1,28.5,34.5,25.1,29.8,20.5,63.0,0.0,0,0.0,,,,,20.5,302.9,1010.0,43.7,6.3,,,,,2004-01-26T06:44:45,2004-01-26T18:27:24,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-01-27,30.5,23.9,27.8,33.5,23.9,29.5,20.9,66.6,0.0,0,0.0,,,,,13.1,258.4,1009.1,48.8,6.4,,,,,2004-01-27T06:44:48,2004-01-27T18:27:47,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-01-28,31.7,24.9,28.2,36.0,24.9,29.8,21.4,67.6,0.0,0,0.0,,,,,13.0,278.3,1008.8,43.1,6.0,,,,,2004-01-28T06:44:50,2004-01-28T18:28:10,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-01-29,32.7,24.4,29.1,37.8,24.4,31.5,22.0,66.9,0.0,0,0.0,,,,,13.0,228.7,1008.3,34.4,6.8,,,,,2004-01-29T06:44:51,2004-01-29T18:28:32,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-01-30,32.6,25.4,29.0,36.7,25.4,31.8,22.6,69.5,0.0,0,0.0,,,,,13.0,212.0,1009.8,52.4,6.7,,,,,2004-01-30T06:44:50,2004-01-30T18:28:54,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-01-31,31.7,24.9,28.2,34.9,24.9,29.9,22.5,72.6,0.4,100,4.17,rain,,,,20.5,276.2,1009.3,51.6,6.4,,,,,2004-01-31T06:44:49,2004-01-31T18:29:14,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43371099999,43372099999"
Kollam,2004-02-01,31.7,24.6,28.1,35.1,24.6,30.0,22.1,70.8,0.0,0,0.0,,,,,14.8,244.0,1008.6,60.0,6.1,,,,,2004-02-01T06:44:47,2004-02-01T18:29:35,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-02,31.7,24.4,29.0,34.7,24.4,30.5,20.9,63.7,0.0,0,0.0,,,,,14.8,234.8,1007.9,37.3,7.6,,,,,2004-02-02T06:44:44,2004-02-02T18:29:54,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-03,31.9,23.1,28.6,34.9,23.1,30.5,21.0,64.9,0.0,0,0.0,,,,,16.6,237.6,1010.1,39.1,6.5,,,,,2004-02-03T06:44:40,2004-02-03T18:30:13,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-04,33.1,25.1,29.0,35.5,25.1,30.6,21.3,64.9,0.0,0,0.0,,,,,14.8,250.8,1009.9,40.5,6.5,,,,,2004-02-04T06:44:35,2004-02-04T18:30:32,0.43,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-05,34.2,24.1,29.0,38.3,24.1,31.5,22.3,68.3,0.0,0,0.0,,,,,13.0,261.6,1009.8,35.3,6.4,,,,,2004-02-05T06:44:29,2004-02-05T18:30:49,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-06,31.1,24.1,28.4,35.6,24.1,30.9,22.4,70.7,0.0,0,0.0,,,,,14.8,244.4,1010.8,45.2,6.8,,,,,2004-02-06T06:44:22,2004-02-06T18:31:06,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-07,31.9,24.1,28.8,36.4,24.1,31.6,22.7,71.0,0.0,0,0.0,,,,,18.4,256.9,1013.0,42.9,7.5,,,,,2004-02-07T06:44:14,2004-02-07T18:31:23,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-08,31.7,25.7,28.9,34.8,25.7,31.1,22.7,70.5,0.2,100,4.17,rain,,,,14.8,208.3,1013.8,55.3,5.9,,,,,2004-02-08T06:44:05,2004-02-08T18:31:38,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43371099999,43372099999"
Kollam,2004-02-09,32.8,24.2,28.9,36.9,24.2,31.3,22.0,67.4,0.0,0,0.0,,,,,11.2,256.3,1011.6,34.1,7.3,,,,,2004-02-09T06:43:55,2004-02-09T18:31:53,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-10,31.9,25.7,29.1,35.0,25.7,31.9,22.7,69.4,0.0,0,0.0,,,,,11.2,257.4,1012.1,52.2,6.4,,,,,2004-02-10T06:43:44,2004-02-10T18:32:07,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-11,32.4,25.1,28.7,35.6,25.1,30.9,22.4,69.8,0.0,0,0.0,,,,,18.4,228.9,1013.3,43.4,6.6,,,,,2004-02-11T06:43:33,2004-02-11T18:32:21,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-12,33.4,24.7,28.4,35.1,24.7,29.9,21.2,66.7,0.0,0,0.0,,,,,14.8,252.8,1012.5,27.6,5.9,,,,,2004-02-12T06:43:20,2004-02-12T18:32:34,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-13,33.4,25.4,28.4,36.2,25.4,30.8,22.6,71.7,0.0,0,0.0,,,,,9.4,97.4,1011.5,76.5,3.9,,,,,2004-02-13T06:43:06,2004-02-13T18:32:46,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-14,32.1,21.1,28.2,34.0,21.1,29.3,20.0,62.6,0.0,0,0.0,,,,,13.0,237.4,1010.2,37.2,7.0,,,,,2004-02-14T06:42:52,2004-02-14T18:32:58,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-15,32.3,24.1,29.0,34.7,24.1,30.2,19.2,56.4,0.0,0,0.0,,,,,7.6,229.5,1010.1,28.1,6.3,,,,,2004-02-15T06:42:37,2004-02-15T18:33:09,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-16,33.1,23.1,27.9,33.7,23.1,28.6,18.9,60.0,0.0,0,0.0,,,,,11.2,211.5,1010.8,12.0,5.7,,,,,2004-02-16T06:42:21,2004-02-16T18:33:20,0.85,Clear,Clear conditions throughout the day.,clear-day,"43371099999,43372099999"
Kollam,2004-02-17,33.7,22.1,28.5,34.3,22.1,29.6,19.4,59.1,0.0,0,0.0,,,,,9.4,206.3,1009.6,47.2,6.4,,,,,2004-02-17T06:42:04,2004-02-17T18:33:29,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-18,32.2,22.4,27.9,33.1,22.4,28.8,18.5,58.2,0.0,0,0.0,,,,,9.4,215.5,1009.3,52.8,6.8,,,,,2004-02-18T06:41:46,2004-02-18T18:33:39,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-19,31.1,23.1,28.2,33.1,23.1,30.0,21.0,65.8,0.0,0,0.0,,,,,7.6,240.8,1009.8,54.4,5.7,,,,,2004-02-19T06:41:27,2004-02-19T18:33:47,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-20,32.7,25.1,28.7,36.0,25.1,30.8,21.8,67.2,0.966,100,4.17,rain,,,,9.4,229.2,1010.1,32.3,10.3,,,,,2004-02-20T06:41:08,2004-02-20T18:33:55,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43371099999,43372099999"
Kollam,2004-02-21,32.9,24.1,28.4,35.0,24.1,29.8,21.0,66.4,0.0,0,0.0,,,,,9.4,226.0,1010.4,45.1,6.0,,,,,2004-02-21T06:40:48,2004-02-21T18:34:02,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-22,32.7,23.1,28.8,35.5,23.1,29.9,19.5,58.8,0.0,0,0.0,,,,,30.4,198.0,1009.5,20.7,7.9,,,,,2004-02-22T06:40:27,2004-02-22T18:34:09,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-23,31.8,23.1,28.8,33.8,23.1,30.2,19.7,59.3,0.0,0,0.0,,,,,11.2,244.8,1010.4,30.1,7.0,,,,,2004-02-23T06:40:06,2004-02-23T18:34:15,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-24,32.2,24.6,28.6,35.1,24.6,30.2,20.6,62.5,0.0,0,0.0,,,,,14.8,216.9,1011.3,38.3,6.0,,,,,2004-02-24T06:39:43,2004-02-24T18:34:21,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-25,33.1,23.1,28.4,37.1,23.1,30.2,21.0,65.4,0.0,0,0.0,,,,,11.2,217.9,1011.3,39.2,6.2,,,,,2004-02-25T06:39:21,2004-02-25T18:34:26,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-26,32.2,23.1,28.0,35.3,23.1,29.2,20.6,65.9,0.0,0,0.0,,,,,18.4,237.4,1010.4,26.0,5.9,,,,,2004-02-26T06:38:57,2004-02-26T18:34:31,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-27,32.1,23.1,28.7,34.3,23.1,30.6,20.9,64.0,0.0,0,0.0,,,,,16.6,230.4,1010.3,25.9,6.4,,,,,2004-02-27T06:38:33,2004-02-27T18:34:35,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-28,33.7,24.2,29.1,39.1,24.2,32.3,22.6,68.9,0.0,0,0.0,,,,,14.8,257.5,1010.6,42.6,5.3,,,,,2004-02-28T06:38:08,2004-02-28T18:34:38,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-02-29,32.9,26.1,29.2,36.9,26.1,33.1,23.8,73.5,0.0,0,0.0,,,,,20.5,277.3,1009.3,46.6,4.9,,,,,2004-02-29T06:37:42,2004-02-29T18:34:42,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-01,32.5,26.1,29.4,38.0,26.1,32.9,23.4,71.5,0.0,0,0.0,,,,,22.3,289.2,1009.7,45.2,6.0,,,,,2004-03-01T06:37:16,2004-03-01T18:34:44,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-02,33.2,25.1,29.1,37.9,25.1,31.8,22.8,70.0,0.0,0,0.0,,,,,18.4,251.3,1009.5,50.3,6.6,,,,,2004-03-02T06:36:50,2004-03-02T18:34:46,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-03,31.6,24.1,28.9,33.8,24.1,30.6,21.6,66.5,0.0,0,0.0,,,,,14.8,239.9,1008.4,36.8,6.4,,,,,2004-03-03T06:36:23,2004-03-03T18:34:48,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-04,33.5,24.1,28.7,35.9,24.1,30.6,21.2,64.9,0.0,0,0.0,,,,,18.4,227.7,1009.3,40.0,5.8,,,,,2004-03-04T06:35:55,2004-03-04T18:34:50,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-05,32.1,23.6,28.4,34.8,23.6,29.8,21.0,65.8,0.0,0,0.0,,,,,18.4,246.7,1008.9,30.6,6.6,,,,,2004-03-05T06:35:27,2004-03-05T18:34:51,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-06,34.1,24.1,29.3,39.0,24.1,31.9,22.0,66.1,0.0,0,0.0,,,,,22.3,284.9,1009.8,26.2,4.8,,,,,2004-03-06T06:34:59,2004-03-06T18:34:51,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-07,33.3,25.1,29.0,36.6,25.1,31.5,22.6,69.7,0.0,0,0.0,,,,,14.8,271.8,1009.7,35.4,5.4,,,,,2004-03-07T06:34:30,2004-03-07T18:34:51,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-08,32.3,25.1,29.2,36.6,25.1,31.4,22.0,66.8,0.0,0,0.0,,,,,14.8,198.6,1011.4,23.3,5.9,,,,,2004-03-08T06:34:00,2004-03-08T18:34:51,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-09,32.5,25.1,29.1,35.7,25.1,31.3,22.0,66.7,0.0,0,0.0,,,,,11.2,224.9,1010.6,54.8,6.2,,,,,2004-03-09T06:33:31,2004-03-09T18:34:51,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-10,34.1,25.7,29.8,38.0,25.7,32.9,22.6,66.5,0.0,0,0.0,,,,,20.5,252.9,1008.6,34.4,7.3,,,,,2004-03-10T06:33:00,2004-03-10T18:34:50,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-11,33.7,25.6,29.7,37.0,25.6,32.4,22.2,65.3,0.0,0,0.0,,,,,14.8,211.2,1010.1,34.3,6.0,,,,,2004-03-11T06:32:30,2004-03-11T18:34:49,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-12,32.7,25.6,29.3,36.0,25.6,31.7,22.2,67.1,0.0,0,0.0,,,,,18.4,245.6,1010.8,24.4,5.6,,,,,2004-03-12T06:31:59,2004-03-12T18:34:47,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-13,32.3,25.9,30.1,37.4,25.9,34.0,23.2,67.0,0.0,0,0.0,,,,,12.2,219.7,1011.2,45.9,6.7,,,,,2004-03-13T06:31:28,2004-03-13T18:34:46,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-14,33.5,26.1,30.3,38.3,26.1,34.4,23.4,67.8,0.0,0,0.0,,,,,20.5,264.6,1010.5,34.3,6.7,,,,,2004-03-14T06:30:57,2004-03-14T18:34:44,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-15,33.1,26.4,29.7,41.1,26.4,34.6,24.4,74.5,8.0,100,4.17,rain,,,,9.4,252.1,1010.1,73.9,5.5,,,,,2004-03-15T06:30:25,2004-03-15T18:34:42,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43371099999,43372099999"
Kollam,2004-03-16,33.1,26.1,30.1,40.7,26.1,35.5,24.8,74.1,0.0,0,0.0,,,,,11.2,176.4,1008.9,64.3,4.4,,,,,2004-03-16T06:29:53,2004-03-16T18:34:40,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-17,32.0,26.1,29.0,37.5,26.1,33.2,24.3,76.8,0.0,0,0.0,,,,,7.6,300.0,1010.6,69.6,5.5,,,,,2004-03-17T06:29:21,2004-03-17T18:34:37,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-18,34.1,26.7,30.2,40.7,26.7,34.5,23.8,69.7,0.0,0,0.0,,,,,18.4,295.7,1009.5,42.7,6.0,,,,,2004-03-18T06:28:49,2004-03-18T18:34:35,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-19,32.4,26.4,29.6,39.0,26.4,33.6,23.7,71.3,0.0,0,0.0,,,,,16.6,286.3,1008.9,47.4,5.2,,,,,2004-03-19T06:28:16,2004-03-19T18:34:32,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-20,33.1,26.9,29.9,40.9,29.6,34.2,23.5,69.8,0.0,0,0.0,,,,,22.3,287.9,1007.5,40.6,5.5,,,,,2004-03-20T06:27:44,2004-03-20T18:34:29,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-21,33.4,26.7,30.1,39.2,29.6,34.6,23.7,69.5,0.0,0,0.0,,,,,22.3,293.4,1007.8,40.3,5.6,,,,,2004-03-21T06:27:11,2004-03-21T18:34:26,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-22,32.7,26.1,29.8,38.6,26.1,34.1,23.9,72.2,0.0,0,0.0,,,,,22.3,286.1,1008.7,49.2,6.0,,,,,2004-03-22T06:26:38,2004-03-22T18:34:23,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-23,33.2,28.1,30.5,39.9,32.6,35.6,24.1,69.6,0.7,100,4.17,rain,,,,24.1,288.0,1009.3,63.0,6.5,,,,,2004-03-23T06:26:05,2004-03-23T18:34:19,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43371099999,43372099999"
Kollam,2004-03-24,33.1,26.7,30.1,39.5,29.8,34.6,23.7,69.4,0.2,100,4.17,rain,,,,25.9,291.7,1008.7,57.8,6.0,,,,,2004-03-24T06:25:32,2004-03-24T18:34:16,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43371099999,43372099999"
Kollam,2004-03-25,32.1,25.4,28.2,35.0,25.4,30.3,22.1,70.6,0.0,0,0.0,,,,,33.5,306.1,1008.4,72.2,6.1,,,,,2004-03-25T06:24:59,2004-03-25T18:34:13,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-26,32.4,26.1,29.7,38.8,26.1,33.9,23.7,71.4,0.0,0,0.0,,,,,20.5,294.4,1007.7,53.4,5.7,,,,,2004-03-26T06:24:26,2004-03-26T18:34:09,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-27,33.9,26.6,29.0,41.7,26.6,33.6,24.5,77.2,0.6,100,4.17,rain,,,,11.2,332.1,1008.7,62.9,5.0,,,,,2004-03-27T06:23:53,2004-03-27T18:34:06,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43371099999,43372099999"
Kollam,2004-03-28,29.1,24.7,27.3,34.0,24.7,30.1,24.5,85.2,25.4,100,8.33,rain,,,,9.4,339.4,1010.8,87.5,4.8,,,,,2004-03-28T06:23:21,2004-03-28T18:34:03,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43371099999,43372099999"
Kollam,2004-03-29,32.1,25.1,29.6,40.8,25.1,34.1,24.3,74.2,0.0,0,0.0,,,,,14.8,255.6,1010.4,45.7,6.1,,,,,2004-03-29T06:22:48,2004-03-29T18:33:59,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-30,32.2,25.7,29.7,37.9,25.7,33.8,23.9,72.0,0.0,0,0.0,,,,,9.4,325.6,1010.1,55.0,6.5,,,,,2004-03-30T06:22:15,2004-03-30T18:33:56,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-03-31,33.7,26.1,29.8,39.7,26.1,33.6,23.4,69.9,0.0,0,0.0,,,,,14.8,282.0,1011.4,51.4,5.9,,,,,2004-03-31T06:21:42,2004-03-31T18:33:53,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-04-01,32.3,25.1,28.6,39.1,25.1,31.6,23.7,76.0,0.6,100,4.17,rain,,,,9.4,21.9,1013.1,68.5,6.2,,,,,2004-04-01T06:21:10,2004-04-01T18:33:50,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43371099999,43372099999"
Kollam,2004-04-02,33.9,25.4,28.8,40.6,25.4,31.9,23.4,73.8,0.0,0,0.0,,,,,11.2,291.8,1012.3,63.4,6.3,,,,,2004-04-02T06:20:37,2004-04-02T18:33:47,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-04-03,34.1,25.1,30.0,40.7,25.1,34.1,23.7,70.1,0.0,0,0.0,,,,,14.8,269.0,1012.0,58.3,6.6,,,,,2004-04-03T06:20:05,2004-04-03T18:33:44,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-04-04,32.1,26.9,29.7,38.8,29.9,35.2,24.7,75.1,0.0,0,0.0,,,,,6.5,276.3,1010.0,74.0,6.9,,,,,2004-04-04T06:19:33,2004-04-04T18:33:41,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-04-05,34.1,25.1,29.1,43.0,25.1,32.5,24.2,76.3,17.0,100,4.17,rain,,,,11.2,278.4,1011.9,55.5,6.8,,,,,2004-04-05T06:19:01,2004-04-05T18:33:38,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43371099999,43372099999"
Kollam,2004-04-06,31.1,25.7,27.3,37.3,25.7,29.3,23.7,80.9,0.1,100,4.17,rain,,,,5.4,9.4,1009.1,85.0,5.7,,,,,2004-04-06T06:18:30,2004-04-06T18:33:36,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43371099999,43372099999"
Kollam,2004-04-07,32.9,24.9,29.5,37.5,24.9,33.1,23.3,70.7,0.0,0,0.0,,,,,14.8,268.9,1010.6,51.8,7.8,,,,,2004-04-07T06:17:58,2004-04-07T18:33:33,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-04-08,33.0,26.2,29.5,38.1,26.2,33.9,24.1,73.7,0.0,0,0.0,,,,,14.8,310.9,1010.0,72.4,6.0,,,,,2004-04-08T06:17:27,2004-04-08T18:33:31,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-04-09,33.2,24.1,29.0,40.7,24.1,32.8,23.8,74.9,6.0,100,8.33,rain,,,,14.8,303.4,1008.2,65.0,4.9,,,,,2004-04-09T06:16:57,2004-04-09T18:33:29,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43371099999,43372099999"
Kollam,2004-04-10,34.1,24.1,29.5,40.2,24.1,33.9,24.0,73.3,0.0,0,0.0,,,,,11.2,302.1,1009.7,53.2,6.3,,,,,2004-04-10T06:16:26,2004-04-10T18:33:27,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-04-11,33.1,25.7,28.8,39.9,25.7,33.0,24.3,77.4,0.0,0,0.0,,,,,7.6,278.7,1009.8,61.7,6.8,,,,,2004-04-11T06:15:56,2004-04-11T18:33:26,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-04-12,33.5,25.1,28.9,41.5,25.1,33.2,24.4,77.0,0.4,100,4.17,rain,,,,13.0,6.0,1010.0,81.9,4.9,,,,,2004-04-12T06:15:26,2004-04-12T18:33:24,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43371099999,43372099999"
Kollam,2004-04-13,32.1,25.1,28.0,38.0,25.1,31.0,24.6,82.9,20.0,100,8.33,rain,,,,9.4,253.7,1009.8,80.6,6.6,,,,,2004-04-13T06:14:57,2004-04-13T18:33:23,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43371099999,43372099999"
Kollam,2004-04-14,32.2,24.4,30.0,40.8,24.4,36.0,25.0,75.2,0.0,0,0.0,,,,,16.6,270.1,1008.3,59.1,6.4,,,,,2004-04-14T06:14:28,2004-04-14T18:33:23,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-04-15,33.1,26.9,30.8,41.6,29.7,37.6,25.3,72.9,0.0,0,0.0,,,,,18.4,266.2,1009.0,53.8,7.1,,,,,2004-04-15T06:13:59,2004-04-15T18:33:22,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
Kollam,2004-04-16,34.1,28.1,30.9,40.7,32.7,37.3,25.1,71.8,0.0,0,0.0,,,,,22.3,295.9,1008.2,41.5,6.8,,,,,2004-04-16T06:13:31,2004-04-16T18:33:22,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43371099999,43372099999"
